Name,Publisher,Year,Global_Sales
NCIS 3D,Ubisoft,2011,0.11
Worms Forts: Under Siege,Acclaim Entertainment,2004,0.11
Alvin and the Chipmunks: Chipwrecked,505 Games,2011,0.11
Totally Spies! Totally Party,Ubisoft,2008,0.11
Smash Court Tennis 3,Atari,2007,0.11
ATV Quad Kings,Storm City Games,2010,0.11
Naruto Shippuden: Naruto vs. Sasuke,Takara Tomy,2008,0.11
DualPenSports,Namco Bandai Games,2011,0.11
Project: Snowblind,Eidos Interactive,2005,0.11
Astro Boy: The Video Game,D3Publisher,2009,0.11
HOP,505 Games,2011,0.11
Brave Story: New Traveler (US sales),Sony Computer Entertainment,2006,0.11
Disney's Extreme Skate Adventure,Activision,2003,0.11
Tales of Phantasia (PS1 & PSP Versions),Namco Bandai Games,2006,0.11
Kouchuu Ouja Mushi King: Super Collection,Sega,2007,0.11
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,THQ,2003,0.11
Pac-Man World 2,Zoo Digital Publishing,2005,0.11
Yoostar2,Unknown,2011,0.11
Avatar: The Last Airbender,THQ,2006,0.11
Odama,Nintendo,2006,0.11
Karaoke Revolution Presents American Idol Encore,Konami Digital Entertainment,2008,0.11
FlatOut: Ultimate Carnage,Empire Interactive,2007,0.11
Mobile Light Force 2,Taito,2002,0.11
Naval Ops: Warship Gunner,Tecmo Koei,2003,0.11
Soma Bringer,Nintendo,2008,0.11
"Sesame Street: Ready, Set, Grover!",Warner Bros. Interactive Entertainment,2011,0.11
Shin Sangoku Musou 6 Special,Tecmo Koei,2011,0.11
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,THQ,2011,0.11
Go! Sudoku (JP sales),Sony Computer Entertainment,2005,0.11
EA Replay,Electronic Arts,2006,0.11
Paws & Claws Pet Vet: Australian Adventures,THQ,2009,0.11
Bionicle Heroes,Eidos Interactive,2006,0.11
Trauma Center: Under the Knife 2,Atlus,2008,0.11
Puss in Boots,THQ,2011,0.11
Split/Second,Disney Interactive Studios,2010,0.11
The Croods: Prehistoric Party!,D3Publisher,2013,0.11
The King of Fighters 2000/2001,Ignition Entertainment,2003,0.11
Lunacy,Sega,1996,0.11
Batman & Robin,Acclaim Entertainment,1998,0.11
Snowboard Kids 2,Atlus,1999,0.11
Tonic Trouble,Ubisoft,1999,0.11
Nuclear Strike 64,THQ,1999,0.11
Chameleon Twist,Sunsoft,1997,0.11
Top Gear Rally 2,Kemco,1999,0.11
Chopper Attack,GT Interactive,1997,0.11
Vigilante 8: 2nd Offense,Activision,2000,0.11
Fighting Force 64,Crave Entertainment,1999,0.11
Thief (2014),Square Enix,2014,0.11
Rock Band: Metal Track Pack,MTV Games,2009,0.11
Pac-Man and the Ghostly Adventures 2,Namco Bandai Games,2014,0.11
BlazBlue: Calamity Trigger Portable,PQube,2010,0.11
Night at the Museum: Battle of the Smithsonian,Majesco Entertainment,2009,0.11
Street Fighter Collection,Capcom,1996,0.11
Ninja Assault,Namco Bandai Games,2002,0.11
Tales of Berseria,Namco Bandai Games,2016,0.11
Samurai Warriors 4,Tecmo Koei,2014,0.11
GunGriffon Blaze,Swing! Entertainment,2000,0.11
Higurashi no Naku Koro ni Matsuri,Alchemist,2007,0.11
Frontier Gate,Konami Digital Entertainment,2011,0.11
Transformers: Devastation,Activision,2015,0.11
Top Angler: Real Bass Fishing,Xicat Interactive,2002,0.11
Gabrielle's Ghostly Groove 3D,Funbox Media,2011,0.11
Michael Phelps: Push the Limit,505 Games,2011,0.11
Breakout,Hasbro Interactive,1999,0.11
Frogger: Helmet Chaos,Konami Digital Entertainment,2005,0.11
AKB48+Me,Unknown,2012,0.11
Touch Detective 2 1/2,505 Games,2007,0.11
Alias,Acclaim Entertainment,2004,0.11
Planet 51,Sega,2009,0.11
Call of Juarez: The Cartel,Ubisoft,2011,0.11
Sakura Taisen Hanagumi Tsuushin,Sega,1997,0.11
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,Nintendo,2004,0.11
Tornado Outbreak,Konami Digital Entertainment,2009,0.11
Pimp My Ride,Activision,2006,0.11
Michael Jackson: The Experience,Ubisoft,2011,0.11
Astro Boy: The Video Game,D3Publisher,2009,0.11
Outlaw Golf: Nine Holes of Christmas,Simon & Schuster Interactive,2002,0.11
NHL Rivals 2004,Microsoft Game Studios,2003,0.11
X-Men: Next Dimension,Activision,2002,0.11
Tyco RC: Assault with a Battery,Syscom,1999,0.11
Felony 11-79,ASCII Entertainment,1997,0.11
Terraria,Screenlife,2013,0.11
Classic Road,Victor Interactive,1993,0.11
Bust-A-Move DS,505 Games,2005,0.11
Nicktoons: Unite!,THQ,2006,0.11
SimAnimals Africa,Electronic Arts,2009,0.11
Death Jr.: Root of Evil,Eidos Interactive,2008,0.11
One Piece: Burning Blood,Namco Bandai Games,2016,0.11
Panzer Dragoon Saga,Sega,1997,0.11
Sonic Generations,Sega,2011,0.11
Mushroom Men: Rise of the Fungi,SouthPeak Games,2008,0.11
Shining Ark,Sega,2013,0.11
The Scorpion King: Rise of the Akkadian,Universal Interactive,2002,0.11
Backyard Baseball '10,Atari,2009,0.11
Transformers: Beast Wars Transmetals,BAM! Entertainment,2000,0.11
GiFTPiA,Unknown,N/A,0.11
Animal Planet: Vet Life,Activision,2009,0.11
My Little Sister Can't Be This Cute Portable,Namco Bandai Games,2012,0.11
Silly Bandz: Play The Craze,Deep Silver,2010,0.11
Charlie and the Chocolate Factory,Global Star,2005,0.11
Constantine,SCi,2005,0.11
Where the Wild Things Are,Warner Bros. Interactive Entertainment,2009,0.11
Dynasty Tactics 2,Tecmo Koei,2003,0.11
Real World Golf,Valcon Games,2005,0.11
Winter Heat,Sega,1996,0.11
Ty the Tasmanian Tiger 2: Bush Rescue,Electronic Arts,2004,0.11
Digimon Story: Cyber Sleuth,Namco Bandai Games,2016,0.11
JU-ON: The Grudge,Rising Star Games,2009,0.11
Defender,Midway Games,2002,0.11
Deca Sports DS,Hudson Soft,2009,0.11
The Polar Express,THQ,2004,0.11
BMX XXX,Acclaim Entertainment,2002,0.11
ATV: Quad Frenzy,Majesco Entertainment,2005,0.11
Akiba's Trip: Undead & Undressed,Nippon Ichi Software,2013,0.11
Backyard NFL Football '10,Atari,2009,0.11
The Godfather: Mob Wars,Electronic Arts,2006,0.11
Lady Sia,TDK Mediactive,2001,0.11
Rock Band: Metal Track Pack,MTV Games,2009,0.11
Rocky Balboa,Ubisoft,2007,0.11
The Lord of the Rings: Conquest,Electronic Arts,2009,0.11
PriPara Mezase! Idol Grand Prix No.1!,Takara Tomy,2015,0.11
National Geographic Challenge!,Black Bean Games,2011,0.11
Robotech: Invasion,Global Star,2004,0.11
Hole in the Wall: Deluxe Edition,Ubisoft,2011,0.11
Dr. Seuss' The Cat in the Hat,Vivendi Games,2003,0.11
Rogue Warrior,Bethesda Softworks,2009,0.11
Irozuki Tingle no Koi no Balloon Trip,Nintendo,2009,0.11
Master of the Monster Lair,Rising Star Games,2007,0.11
Hellboy: The Science of Evil,Konami Digital Entertainment,2008,0.11
Murdered: Soul Suspect,Square Enix,2014,0.11
X-Men: Destiny,Activision,2011,0.11
Starsky & Hutch,BAM! Entertainment,2003,0.11
Final Fantasy I & II,Square,1994,0.11
Rugby 15,Bigben Interactive,2015,0.11
Langrisser IV,NCS,1997,0.11
FoxKids.com Micro Maniacs Racing,Codemasters,2000,0.11
Cats & Dogs: The Revenge of Kitty Galore,505 Games,2010,0.11
Hexen: Beyond Heretic,GT Interactive,1997,0.11
Arcade Party Pak,Midway Games,1999,0.11
Kotoba no Puzzle: Mojipittan Daijiten,Namco Bandai Games,2004,0.11
Yamaha Supercross,Zoo Digital Publishing,2009,0.11
Picross 3D 2,Nintendo,2015,0.11
Hitman Trilogy,Eidos Interactive,2007,0.11
Dragon Quest & Final Fantasy in Itadaki Street Portable,Square Enix,2006,0.11
Tetris Evolution,THQ,2007,0.11
Patapon 2,Sony Computer Entertainment,2008,0.11
Cabela's Adventure Camp,Activision,2011,0.11
Attack of the Movies 3D,Majesco Entertainment,2010,0.11
Railroad Tycoon II,PopTop Software,1999,0.11
Angry Birds Star Wars,Activision,2013,0.11
Hysteria Hospital: Emergency Ward,Oxygen Interactive,2009,0.11
The Cheetah Girls: Pop Star Sensations,Disney Interactive Studios,2007,0.11
Transformer: Rise of the Dark Spark,Activision,2014,0.11
Kirarin * Revolution: Kira Kira Idol Audition,Konami Digital Entertainment,2006,0.11
Ranma 1/2: Akanekodan Teki Hihou,TOHO,1993,0.11
The BIGS,Take-Two Interactive,2007,0.11
Blades of Time,Konami Digital Entertainment,2012,0.11
My Boyfriend,DTP Entertainment,2008,0.11
Scribblenauts Unmasked: A DC Comics Adventure,Warner Bros. Interactive Entertainment,2013,0.11
Victory Zone,Sony Computer Entertainment,1995,0.11
Rengoku: The Tower of Purgatory,Konami Digital Entertainment,2005,0.11
Goal Storm '97,Konami Digital Entertainment,1996,0.11
Paws & Claws: Pet Resort,THQ,2009,0.11
Dynasty Warriors Advance,Nintendo,2005,0.11
Pachi-Slot Aruze Oukoku 3,Aruze Corp,2000,0.11
Science Papa,Activision,2009,0.11
Tournament Pool,Destineer,2009,0.11
Cabela's North American Adventures,Activision,2010,0.11
Aqua Aqua,3DO,2000,0.11
Viewtiful Joe: Double Trouble!,Capcom,2005,0.11
Tom Clancy's Splinter Cell: Conviction,Ubisoft,2010,0.11
Mega Man Zero 4,Capcom,2005,0.11
Black Bass with Blue Marlin,Starfish,1999,0.11
Mega Man Battle Network 5: Double Team DS (JP sales),Nintendo,2005,0.11
Utawarerumono: Chiriyukusha e no Komoriuta,Aqua Plus,2006,0.11
Hyper Formation Soccer,Human Entertainment,1995,0.11
Tiger Woods PGA Tour 06,Electronic Arts,2005,0.11
Jupiter Strike,Acclaim Entertainment,1994,0.11
Sudokuro,Crave Entertainment,2007,0.11
BlazBlue: Continuum Shift II,PQube,2011,0.11
Saigo no Yakusoku no Monogatari,Unknown,2011,0.11
The Book of Unwritten Tales,HMH Interactive,2009,0.11
Metal Gear Solid Integral,Konami Digital Entertainment,1999,0.11
Naruto Shippuden 3D: The New Era,505 Games,2011,0.11
FIFA World Cup Germany 2006,Electronic Arts,2006,0.11
Disney's Chicken Little: Ace In Action,Disney Interactive Studios,N/A,0.11
Lego Star Wars: The Force Awakens,Warner Bros. Interactive Entertainment,2016,0.11
Reign of Fire,BAM! Entertainment,2002,0.11
Rock Band Track Pack: Classic Rock,MTV Games,2009,0.11
Rock Revolution,Konami Digital Entertainment,2008,0.11
Big League Sports: Summer,Activision,2009,0.11
Tom Clancy's HAWX 2,Ubisoft,2010,0.11
Sakura Wars,Sega,2000,0.11
Jampack Volume 14 (RP-T),Sony Computer Entertainment,2006,0.11
Pro Yakyuu Team o Tsukurou! 2,Sega,2009,0.11
Mace Griffin: Bounty Hunter,Electronic Arts,2003,0.11
Martian Gothic: Unification,Take-Two Interactive,2001,0.11
Woody Woodpecker Racing,Konami Digital Entertainment,1999,0.11
Final Fantasy XII International Zodiac Job System,Square Enix,2007,0.11
Barbie in The 12 Dancing Princesses,Activision,2007,0.11
Fight Club,Vivendi Games,2004,0.11
Carnage Heart,Sony Computer Entertainment,1995,0.11
"Grand Theft Auto: Mission Pack #1, London 1969",Take-Two Interactive,1998,0.11
Kamen Rider: Climax Heroes,Namco Bandai Games,2009,0.11
Robotics;Notes,5pb,2012,0.11
Disney Channel Collection Vol. 1,N/A,2004,0.11
Total Immersion Racing,Empire Interactive,2002,0.11
Virtual Hydlide,Sega,1995,0.11
World Series of Poker: Tournament of Champions 2007 Edition,Activision,2006,0.11
Tales of the World: Reve Unitia,Namco Bandai Games,2014,0.11
Karaoke Revolution,Konami Digital Entertainment,2009,0.11
Warriors Orochi 3,Ubisoft Annecy,2012,0.11
The Bachelor: The Videogame,Warner Bros. Interactive Entertainment,2010,0.11
Space Invaders,Activision,2002,0.11
BlazBlue: Chrono Phantasma,Arc System Works,2014,0.11
Digimon Digital Card Battle,Namco Bandai Games,1999,0.11
Toukiden 2,Tecmo Koei,2016,0.11
Earth Defense Force 2: Invaders from Planet Space,Xseed Games,2014,0.11
Kuroko's Basketball: Miracle Game,Namco Bandai Games,2012,0.11
Dreamer Series: Top Model,DreamCatcher Interactive,2009,0.11
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,Konami Digital Entertainment,2006,0.11
Shovel Knight,Yacht Club Games,2015,0.11
Yuusha no Kuse ni Namaikida Or 3D,Sony Computer Entertainment,2010,0.11
The First Templar,Kalypso Media,2011,0.11
X-Men: The Official Game,Activision,2006,0.11
Dead to Rights II,Electronic Arts,2005,0.11
Petz Fashion: Dogz & Catz,Ubisoft,2009,0.11
Project: Horned Owl,Sony Computer Entertainment,1995,0.11
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,Namco Bandai Games,2012,0.11
Child of Light,Ubisoft,2014,0.11
SingStar Guitar,Sony Computer Entertainment,2010,0.11
Dragon Ball Z Super Gokuden: Kakusei-Hen,Namco Bandai Games,1995,0.11
Help Wanted: 50 Wacky Jobs,Hudson Soft,2008,0.11
Busou Shinki: Battle Masters Mk. 2,Konami Digital Entertainment,2011,0.11
Cabela's Dangerous Hunts 2,Activision,2005,0.11
Fairy Tail: Portable Guild,Konami Digital Entertainment,2010,0.11
Champion Jockey: G1 Jockey & Gallop Racer,Tecmo Koei,2011,0.11
SimCity 2000,Zoo Digital Publishing,2003,0.11
Brunswick Circuit Pro Bowling 2,THQ,2000,0.11
D,Acclaim Entertainment,1995,0.11
Winning Eleven: Pro Evolution Soccer 2007,Konami Digital Entertainment,2006,0.1
Ennichi no Tatsujin,Namco Bandai Games,2006,0.1
Squinkies 2: Adventure Mall Surprize!,Activision,2011,0.1
Wizardry VI: Bane of the Cosmic Forge,ASCII Entertainment,1995,0.1
Power Pocket Koushien,Konami Digital Entertainment,2005,0.1
Gravity Games Bike: Street Vert Dirt,Midway Games,2002,0.1
Contact,Rising Star Games,2006,0.1
Pro Yaky? Spirits 2010,Konami Digital Entertainment,2010,0.1
Princess Debut,Cave,2008,0.1
My First Dollhouse,505 Games,2010,0.1
Cloudy With a Chance of Meatballs,Ubisoft,2009,0.1
Family Party: 30 Great Games,D3Publisher,2008,0.1
Top Spin,Take-Two Interactive,2005,0.1
Derby Stallion P,Enterbrain,2006,0.1
Kenka Bancho Bros: Tokyo Battle Royale,Spike,2012,0.1
UFC: Tapout 2,Capcom,2003,0.1
Adventure Time: Finn & Jake Investigations,Little Orbit,2015,0.1
Kamen Rider: Battride War II,Namco Bandai Games,2014,0.1
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,Konami Digital Entertainment,2007,0.1
Thrillville: Off the Rails,LucasArts,2007,0.1
Imagine: Soccer Captain,Ubisoft,2009,0.1
Jikkyou Powerful Pro Yakyuu 10,Konami Digital Entertainment,2003,0.1
Vexx,Acclaim Entertainment,2003,0.1
F1 Career Challenge,Electronic Arts,2003,0.1
Taiko no Tatsujin: V Version,Namco Bandai Games,2015,0.1
Pariah,Hip Interactive,2005,0.1
Cabela's Outdoor Adventures,Zoo Digital Publishing,2005,0.1
Agatha Christie: The ABC Murders,JoWood Productions,2009,0.1
Metal Slug 3,Ignition Entertainment,2004,0.1
The Smurfs 2,Ubisoft,2013,0.1
Motocross Mania 3,Take-Two Interactive,2004,0.1
Fatal Frame 2: Wii Edition,Nintendo,2012,0.1
Dancing on Ice,Ghostlight,2010,0.1
Pro Yakyuu Famista DS 2009,Namco Bandai Games,2009,0.1
Banjo-Pilot,THQ,2005,0.1
Family Feud: 2012 Edition,Ubisoft,2011,0.1
Gallop Racer 2006,Tecmo Koei,2005,0.1
Army Corps of Hell,Square Enix,2011,0.1
Frogger: Ancient Shadow,Konami Digital Entertainment,2005,0.1
Digimon Story: Lost Evolution,Namco Bandai Games,2010,0.1
Exit DS,Square Enix,2008,0.1
Ski-Doo Snowmobile Challenge,PQube,2009,0.1
Universe at War: Earth Assault,Sega,2008,0.1
Despicable Me: The Game,D3Publisher,2010,0.1
Metal Arms: Glitch in the System,Vivendi Games,2003,0.1
The Whispered World,Deep Silver,2009,0.1
Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft,2005,0.1
Learn Chess,DreamCatcher Interactive,2009,0.1
Happy Feet Two,Warner Bros. Interactive Entertainment,N/A,0.1
Escape From Monkey Island,LucasArts,2001,0.1
Leisure Suit Larry: Box Office Bust,Codemasters,2009,0.1
The Wolf Among Us,Telltale Games,2014,0.1
Mickey's Speedway USA (weekly JP sales),Nintendo,2000,0.1
Who Wants to Be a Millionaire: 3rd Edition,Ubisoft,2010,0.1
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,Sony Computer Entertainment,2006,0.1
Miami Law,Konami Digital Entertainment,2009,0.1
Macross 30: Ginga o Tsunagu Utagoe,Namco Bandai Games,2013,0.1
Kidou Senshi Gundam UC,Namco Bandai Games,2012,0.1
Yu-Gi-Oh! 5D's Wheelie Breakers,Konami Digital Entertainment,2009,0.1
Nicktoons: MLB,Take-Two Interactive,2011,0.1
Gretzky NHL,Sony Computer Entertainment,2005,0.1
Corvette Evolution GT,Black Bean Games,2008,0.1
May's Mystery: Forbidden Memories,Mastertronic,2011,0.1
PictoImage,Sega,2007,0.1
Etrian Odyssey II: Heroes of Lagaard,Atlus,2014,0.1
Ridge Racer 2,Sony Computer Entertainment,2006,0.1
Momotarou Dentetsu 16,Hudson Soft,2007,0.1
Igor: The Game,CDV Software Entertainment,2008,0.1
Dropship: United Peace Force,Sony Computer Entertainment,2002,0.1
Road Rash: Jailbreak,Zoo Digital Publishing,2003,0.1
Rome: Total War,Activision,2004,0.1
Green Lantern: Rise of the Manhunters,Warner Bros. Interactive Entertainment,2011,0.1
Castlevania: Lords of Shadow 2,Konami Digital Entertainment,2014,0.1
Lucha Libre AAA: Heroes del Ring,Konami Digital Entertainment,2010,0.1
Syberia,Microids,2003,0.1
G1 Jockey 3,THQ,2002,0.1
Shrek: Forever After,Activision,2010,0.1
Atsumare! Power Pro Kun no DS Koushien,N/A,N/A,0.1
Revolution X,Acclaim Entertainment,1995,0.1
Myst,Midway Games,2007,0.1
Little Battlers eXperience W,Level 5,2013,0.1
Riviera: The Promised Land,Sting,2004,0.1
Risen 3: Titan Lords,Deep Silver,2014,0.1
Top Gun: Combat Zones,Mastiff,2004,0.1
Bujingai: The Forsaken City,505 Games,2003,0.1
Doko Demo Issho,Sony Computer Entertainment,2004,0.1
Alvin and the Chipmunks: The Squeakquel,Majesco Entertainment,2009,0.1
The Story of Noah's Ark,SouthPeak Games,2010,0.1
Brooktown High: Senior Year,Konami Digital Entertainment,2007,0.1
Astro Boy: The Video Game,D3Publisher,2009,0.1
Zombie Army Trilogy,Rebellion Developments,2015,0.1
Beyond Good & Evil,Ubisoft,2003,0.1
Blitz: The League II,Midway Games,2008,0.1
Death By Degrees,Sony Computer Entertainment,2005,0.1
Vandal Hearts II,Konami Digital Entertainment,1999,0.1
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,Atlus,1995,0.1
Samurai Warriors Chronicles 2nd,Ubisoft Annecy,2012,0.1
Medal of Honor: Vanguard,Electronic Arts,2007,0.1
Toaru Majutsu no Index,Kadokawa Shoten,2011,0.1
Dora's Cooking Club,Take-Two Interactive,2010,0.1
ESA Game Pack,Sony Computer Entertainment,2010,0.1
America's Next Top Model,Eidos Interactive,2008,0.1
God Eater 2: Rage Burst,Namco Bandai Games,2015,0.1
Uta no Prince-Sama: Music,Broccoli,2011,0.1
UNO / Skip-Bo / UNO Freefall,Zoo Digital Publishing,2006,0.1
Culdcept DS,Sega,2008,0.1
Colin McRae Rally 04,Codemasters,2004,0.1
Monster Jam: Maximum Destruction,Ubisoft,2002,0.1
The King of Fighters: Dream Match 1999,SNK,1999,0.1
FIFA Street,Electronic Arts,2005,0.1
Truth or Lies,THQ,2010,0.1
Weiss Schwarz Portable,Namco Bandai Games,2011,0.1
Kirarin * Revolution: Mezase! Idol Queen,Konami Digital Entertainment,2007,0.1
Dungeons & Dragons Tactics,Atari,2007,0.1
X-Men: Children of the Atom,Acclaim Entertainment,1998,0.1
Hot Wheels: Stunt Track Challenge,THQ,2004,0.1
Dora & Kai-Lan's Pet Shelter,Take-Two Interactive,2011,0.1
DJ Max Fever,PM Studios,2009,0.1
Math Blaster in the Prime Adventure,Majesco Entertainment,2009,0.1
Football Director DS,Pinnacle,2008,0.1
Shellshock,Core Design Ltd.,1995,0.1
Blue Stinger,Activision,1999,0.1
Yggdra Union: We'll Never Fight Alone,Sting,2008,0.1
The Destiny of Zorro,505 Games,2009,0.1
Hot Wheels Ultimate Racing,Activision,2007,0.1
Capcom vs. SNK 2 EO,Capcom,2003,0.1
Inazuma Eleven GO Strikers 2013,Level 5,2012,0.1
Metal Gear Solid HD Edition,Konami Digital Entertainment,2011,0.1
Hunter: The Reckoning,Virgin Interactive,2002,0.1
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,Paon,2007,0.1
Urban Chaos,Eidos Interactive,1999,0.1
Creeper World 3: Arc Eternal,Namco Bandai Games,2009,0.1
Monkey Mischief! Party Time,Activision,2008,0.1
Draglade,505 Games,2007,0.1
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,Shogakukan,2007,0.1
Water Sports,Avanquest,2009,0.1
Freaky Flyers,Midway Games,2003,0.1
Baten Kaitos Origins,Unknown,2006,0.1
E·O·E: Eve of Extinction,Eidos Interactive,2002,0.1
Pro Evolution Soccer 2016,Konami Digital Entertainment,2015,0.1
Dark Summit,THQ,2001,0.1
Penguin no Mondai: The World,Konami Digital Entertainment,2010,0.1
My Healthy Cooking Coach,Unknown,N/A,0.1
Yaiba: Ninja Gaiden Z,Tecmo Koei,2014,0.1
Flushed Away,D3Publisher,2006,0.1
Surf's Up,Ubisoft,2007,0.1
Hakuouki Portable,Idea Factory,2009,0.1
NHL 2004,Electronic Arts,2003,0.1
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,Bethesda Softworks,2009,0.1
Cabela's Adventure Camp,Activision,2011,0.1
KORG DS-10 Synthesizer Plus,AQ Interactive,2009,0.1
World Snooker Championship 2007,Sega,2007,0.1
X-Men: The Official Game,Activision,2006,0.1
RLH: Run Like Hell,Virgin Interactive,2002,0.1
Digimon Adventure,Namco Bandai Games,2013,0.1
Doom 3,Activision,2004,0.1
The Ant Bully,Midway Games,2006,0.1
Conflict: Global Terror,SCi,2005,0.1
Minority Report: Everybody Runs,Activision,2002,0.1
